# pseudogene  | codingGene |  PMID | Abstract


PTENP1 | ESR1 | PMID: 29021233 | PTENP1 upregulation decreases PTEN gene expression in the ER-positive MCF7 and T47D human breast carcinoma cells and accelerates MCF7 tumor growth in vivo. Of note, PTENP1 transduction significantly decreases ERα (ESR1) mRNA and protein levels in MCF7 xenografts with a concomitant increase in hsa-miR-26a, a miR known to target ESR1. In the ER-negative MDA-MB-231 and C3HBA breast cancer cells upregulation of PTENP1 increases PTEN gene expression with no influence on hsa-miR-26a, ESR1 or ERα expression.
CYP21A1P | CYP21A2 | PMID: 21164261 | Misalignment followed by unequal crossing over as well as gene conversion events result in a high degree of variation in gene copy number as well as gene sequence in this genomic region. The presence of a highly homologous pseudogene, CYP21A1P, forms the basis for the relatively high incidence of 21- hydroxylase deficiency as deleterious sequences can be transferred from CYP21A1P to CYP21A2. Despite the complexity of the locus, safe approaches for genotyping are established, and genotype phenotype relationships have been documented making genotyping a valuable complement to biochemical investigations in the diagnostics of 21-hydroxylase deficiency.

CYP21A1P | CYP21A2 | PMID: 21148302 | Because of the lack of a comprehensive study providing useful information about the detailed genetic structure of CYP21A1P, we used a large data set to analyze and characterize this pseudogene. METHODS: We amplified and directly sequenced the CYP21A1P and CYP21A2 genes of 200 unrelated individuals. The resulting sequence data were aligned against the manually curated transcript ENST0000448314 from Havana/Vega matching to the genebuild ENSG00000198457; all differences were documented.

CYP21A1P | CYP21A2 | PMID: 21148302 | RESULTS: We found that 40 potentially variable positions in CYP21A2 were conserved in CYP21A1P in all study participants. In addition, we detected 14 CYP21A1P variants that were not previously reported in either CYP21A2 or CYP21A1P. Unlike CYP21A2, CYP21A1P possessed certain mutation haplotypes. CONCLUSIONS: The genetic structure of CYP21A1P and the potential risks of false conclusions it may introduce are essential considerations in designing a PCR-based diagnosis procedure for congenital adrenal hyperplasia. DOI: 10.

CYP21A1P | CYP21A2 | PMID: 21148302 | RESULTS: We found that 40 potentially variable positions in CYP21A2 were conserved in CYP21A1P in all study participants. In addition, we detected 14 CYP21A1P variants that were not previously reported in either CYP21A2 or CYP21A1P. Unlike CYP21A2, CYP21A1P possessed certain mutation haplotypes.

CYP21A1P | CYP21A2 | PMID: 20970527 | Epub 2010 Oct 21. Chimeric CYP21A1P/CYP21A2 genes identified in Czech patients with congenital adrenal hyperplasia. Vrzalová Z(1), Hrubá Z, Hrabincová ES, Vrábelová S, Votava F, Koloušková S, Fajkusová L. Author information: (1)University Hospital Brno, Centre of Molecular Biology and Gene Therapy, Czech Republic. Congenital adrenal hyperplasia (CAH) comprises a group of autosomal recessive disorders caused by an enzymatic deficiency which impairs the biosynthesis of cortisol and, in the majority of severe cases, also the biosynthesis of aldosterone. Approximately 95% of all CAH cases are caused by mutations in the steroid 21-hydroxylase gene (CYP21A2).

CYP21A1P | CYP21A2 | PMID: 20970527 | 3. In this study, we describe chimeric CYP21A1P/CYP21A2 genes detected in our patients with 21-hydroxylase deficiency (21OHD). Chimeric CYP21A1P/CYP21A2 genes were present in 171 out of 508 mutated CYP21A2 alleles (33.

CYP21A1P | CYP21A2 | PMID: 20970527 | In this study, we describe chimeric CYP21A1P/CYP21A2 genes detected in our patients with 21-hydroxylase deficiency (21OHD). Chimeric CYP21A1P/CYP21A2 genes were present in 171 out of 508 mutated CYP21A2 alleles (33.8%).

CYP21A1P | CYP21A2 | PMID: 20970527 | 8%). We detected four types of chimeric CYP21A1P/CYP21A2 genes: three of them have been described previously as CH-1, CH-3, CH-4, and one type is novel. The novel chimeric gene, termed CH-7, was detected in 21.

CYP21A1P | CYP21A2 | PMID: 20970527 | was detected in 21.4% of the mutant alleles. Possible causes of CYP21A1P/CYP21A2 formation are associated with 1) high recombination rate in the MHC locus, 2) high recombination rate between highly homologous genes and pseudogenes in the CYP21 gene area, and 3) the existence of chi-like sequences and repetitive minisatellite consensus sequences in CYP21A2 and CYP21A1P which play a role in promoting genetic recombination. Copyright © 2010 Elsevier Masson SAS. All rights reserved. DOI: 10.

CYP21A1P | CYP21A2 | PMID: 20970527 | 4% of the mutant alleles. Possible causes of CYP21A1P/CYP21A2 formation are associated with 1) high recombination rate in the MHC locus, 2) high recombination rate between highly homologous genes and pseudogenes in the CYP21 gene area, and 3) the existence of chi-like sequences and repetitive minisatellite consensus sequences in CYP21A2 and CYP21A1P which play a role in promoting genetic recombination. Copyright © 2010 Elsevier Masson SAS. All rights reserved. DOI: 10.

OR2B8P | OR1F1 | PMID: 20547194 | Thirteen novel OR variants were found through direct DNA sequencing and cloning, in addition to the detection of OR polymorphisms already known, and the number of OR cluster haplotypes could be increased to 21. Two loci belonging to the telomeric cluster (OR2B8P and OR1F12) were found to exhibit nonfunctional and potentially functional alleles and should therefore be considered as segregating pseudogenes. The results provide a detailed picture regarding polymorphisms and phenotypic variation in an ethnically diverse sample of major histocompatibility complex-linked OR clusters and identify a subregion of unusually pronounced genetic variability. We expand these data by analyzing linkage disequilibrium both within these OR clusters as well as between them and the HLA complex in 11 unrelated HapMap populations.

CYP21A1P | CYP21A2 | PMID: 20482300 | CYP21A2 is an active gene and encodes for the steroid 21-hydroxylase enzyme, whereas CYP21A1P is an inactive pseudogene that contains a series of deleterious mutations. The major part of disease-causing mutations in CYP21A2 alleles are CYP21A1P-derived sequence transferred to the active gene by macro or microconversion events. Approximately 5% of all disease-causing CYP21A2 alleles harbour rare mutations that do not originate from the pseudogene. A list of all reported CYP21A2 mutations can be found in the CYP21A2 database created by the Human Cytochrome P450 (CYP) Allele Nomenclature Committee (http:www.

CYP21A1P | CYP21A2 | PMID: 19961824 | We used the polymerase chain reaction (PCR) product and Southern blot method with TaqI endonuclease digestion to identify a chimeric RCCX module in two unrelated patients with congenital adrenal hyperplasia (CAH). After TaqI cleavage, the PCR product analysis revealed that patient 1 with the chimeric CYP21A1P/CYP21A2 gene in one allele and IVS2-12A/C>G in combination with the 707-714del mutation in the other allele produced a configuration of 3.2- and 2.

TNXA | TNXB | PMID: 19961824 | 4-kb fragments. Patient 2, who carried IVS2-12A/C>G in combination with the 707-714del mutation in one allele and the chimeric TNXA/TNXB gene in the other allele, presented with 3.2- and 2.

CYP21A1P | CYP21A2 | PMID: 19961824 | 5-kb fragments. We conclude that the chimeric CYP21A1P/CYP21A2 gene, IVS2-12A/C>G in combination with the 707-714del mutation, and the chimeric TNXA/TNXB gene cannot be distinguished by the Southern blot method. Conversely, the chimeric TNXA/TNXB gene was identified in the PCR product analysis due to the appearance of the 2.

TNXA | TNXB | PMID: 19961824 | 5-kb fragments. We conclude that the chimeric CYP21A1P/CYP21A2 gene, IVS2-12A/C>G in combination with the 707-714del mutation, and the chimeric TNXA/TNXB gene cannot be distinguished by the Southern blot method. Conversely, the chimeric TNXA/TNXB gene was identified in the PCR product analysis due to the appearance of the 2.

TNXA | TNXB | PMID: 19961824 | We conclude that the chimeric CYP21A1P/CYP21A2 gene, IVS2-12A/C>G in combination with the 707-714del mutation, and the chimeric TNXA/TNXB gene cannot be distinguished by the Southern blot method. Conversely, the chimeric TNXA/TNXB gene was identified in the PCR product analysis due to the appearance of the 2.37-kb fragment, which indicates the occurrence of the chimeric TNXA/TNXB formation extending to the boundary of TNXA in the RCCX region. Copyright 2009 Elsevier Inc.

TNXA | TNXB | PMID: 19961824 | Conversely, the chimeric TNXA/TNXB gene was identified in the PCR product analysis due to the appearance of the 2.37-kb fragment, which indicates the occurrence of the chimeric TNXA/TNXB formation extending to the boundary of TNXA in the RCCX region. Copyright 2009 Elsevier Inc. All rights reserved. DOI: 10.

CYP21A1P | CYP21A2 | PMID: 19925038 | More than 90% of patients with CAH have mutations in CYP21A2 or have large deletions in the RCCX module on chromosome 6p21.3, which also includes the pseudogene CYP21A1P. Genotyping of CYP21A2 is required for diagnosis of CAH, but current genotyping methods, such as direct sequencing, allele-specific PCR amplification, or PCR amplification and restriction fragment length polymorphism (PCR-RFLP) still need further improvements to reduce test time and cost. METHODS: We developed a novel CAH mutation screening method based on allele-specific primer extension (ASPE), followed by bead-array hybridization, for the ten major point mutation sites and the 8 bp deletion in CYP21A2, and a long PCR assay to detect large deletions between CYP21A1P and CYP21A2.

CYP21A1P | CYP21A2 | PMID: 19925038 | Genotyping of CYP21A2 is required for diagnosis of CAH, but current genotyping methods, such as direct sequencing, allele-specific PCR amplification, or PCR amplification and restriction fragment length polymorphism (PCR-RFLP) still need further improvements to reduce test time and cost. METHODS: We developed a novel CAH mutation screening method based on allele-specific primer extension (ASPE), followed by bead-array hybridization, for the ten major point mutation sites and the 8 bp deletion in CYP21A2, and a long PCR assay to detect large deletions between CYP21A1P and CYP21A2. After the first long PCR amplification, a second short PCR amplification was adapted to increase the ASPE efficiency.

CYP21A1P | CYP21A2 | PMID: 19925038 | Nine of the 18 patients had a large deletion in the RCCX module, which was not easily detected using the conventional genotyping method. CONCLUSION: A novel CAH mutation screening method has been developed to detect ten point mutations and the 8 bp deletion in CYP21A2, as well as large deletions between CYP21A1P and CYP21A2. This novel genotyping strategy is superior to PCR-RFLP-based methods and equally as accurate as sequencing. DOI: 10.

CYP21A1P | CYP21A2 | PMID: 19624807 | 1186/1471-2350-10-72. A new CYP21A1P/CYP21A2 chimeric gene identified in an Italian woman suffering from classical congenital adrenal hyperplasia form. Concolino P(1), Mello E, Minucci A, Giardina E, Zuppi C, Toscano V, Capoluongo E. Author information: (1)Laboratory of Molecular Biology, Institute of Biochemistry and Clinical Biochemistry, Catholic University, Largo A, Gemelli 8, 00168 Rome, Italy. paolaconcolino78@libero.it BACKGROUND: More than 90% of Congenital Adrenal Hyperplasia (CAH) cases are associated with mutations in the 21-hydroxylase gene (CYP21A2) in the HLA class III area on the short arm of chromosome 6p21.

CYP21A1P | CYP21A2 | PMID: 19624807 | 3. In this region, a 30 kb deletion produces a non functional chimeric gene with its 5' and 3' ends corresponding to CYP21A1P pseudogene and CYP21A2, respectively. To date, five different CYP21A1P/CYP21A2 chimeric genes have been found and characterized in recent studies.

CYP21A1P | CYP21A2 | PMID: 19624807 | In this region, a 30 kb deletion produces a non functional chimeric gene with its 5' and 3' ends corresponding to CYP21A1P pseudogene and CYP21A2, respectively. To date, five different CYP21A1P/CYP21A2 chimeric genes have been found and characterized in recent studies. In this paper, we describe a new CYP21A1P/CYP21A2 chimera (CH-6) found in an Italian CAH patient. METHODS: Southern blot analysis and CYP21A2 sequencing were performed on the patient.

CYP21A1P | CYP21A2 | PMID: 19624807 | To date, five different CYP21A1P/CYP21A2 chimeric genes have been found and characterized in recent studies. In this paper, we describe a new CYP21A1P/CYP21A2 chimera (CH-6) found in an Italian CAH patient. METHODS: Southern blot analysis and CYP21A2 sequencing were performed on the patient. In addition, in order to isolate the new CH-6 chimeric gene, two different strategies were used. RESULTS: The CYP21A2 sequencing analysis showed that the patient was homozygote for the g.

CYP21A1P | CYP21A2 | PMID: 19624807 | In addition, the promoter sequence revealed the presence, in heterozygosis, of 13 SNPs generally produced by microconversion events between gene and pseudogene. Southern blot analysis showed that the woman was heterozygote for the classic 30-kb deletion producing a new CYP21A1P/CYP21A2 chimeric gene (CH-6). The hybrid junction site was located between the end of intron 2 pseudogene, after the g.

CYP21A1P | CYP21A2 | PMID: 19624807 | 655C/A>G splice mutation. CONCLUSION: We describe a new CYP21A1P/CYP21A2 chimera (CH-6), associated with the HLA-B15, DR13 haplotype, in a young Italian CAH patient. DOI: 10.1186/1471-2350-10-72 PMCID: PMC2718876 PMID: 19624807  [Indexed for MEDLINE] 2235.

KIR2DS4 | KIR2DL1 | PMID: 19392787 | population were KIR2DL1 (96.5%), KIR3DL1 (91.5%), KIR2DS4 (91.5%) and the pseudogene KIR2DP1 (96.

KIR2DS4 | KIR3DL1 | PMID: 19392787 | population were KIR2DL1 (96.5%), KIR3DL1 (91.5%), KIR2DS4 (91.5%) and the pseudogene KIR2DP1 (96.

KIR2DS4 | KIR3DL3 | PMID: 19392787 | The most commonly observed KIR genotype in Iranian population with a frequency of 27.5% consisted of KIR2DL1, KIR2DL3, KIR2DL4, KIR3DL1, KIR3DL2, KIR3DL3 and KIR2DS4 genes and the pseudogenes KIR2DP1 and KIR3DP1, which was compatible with a homozygote group-A haplotype. In addition, we found a new genotype (KIR2DL2, KIR2DL4, KIR2DL5, KIR3DL2, KIR3DL3, KIR2DS2, KIR2DS3, KIR2DS5, KIR3DS1 and KIR3DP1) in our samples.

KIR2DS4 | KIR3DL1 | PMID: 19392787 | The most commonly observed KIR genotype in Iranian population with a frequency of 27.5% consisted of KIR2DL1, KIR2DL3, KIR2DL4, KIR3DL1, KIR3DL2, KIR3DL3 and KIR2DS4 genes and the pseudogenes KIR2DP1 and KIR3DP1, which was compatible with a homozygote group-A haplotype. In addition, we found a new genotype (KIR2DL2, KIR2DL4, KIR2DL5, KIR3DL2, KIR3DL3, KIR2DS2, KIR2DS3, KIR2DS5, KIR3DS1 and KIR3DP1) in our samples.

KIR2DS4 | KIR3DL2 | PMID: 19392787 | The most commonly observed KIR genotype in Iranian population with a frequency of 27.5% consisted of KIR2DL1, KIR2DL3, KIR2DL4, KIR3DL1, KIR3DL2, KIR3DL3 and KIR2DS4 genes and the pseudogenes KIR2DP1 and KIR3DP1, which was compatible with a homozygote group-A haplotype. In addition, we found a new genotype (KIR2DL2, KIR2DL4, KIR2DL5, KIR3DL2, KIR3DL3, KIR2DS2, KIR2DS3, KIR2DS5, KIR3DS1 and KIR3DP1) in our samples.

KIR2DP1 | KIR3DL3 | PMID: 19392787 | The most commonly observed KIR genotype in Iranian population with a frequency of 27.5% consisted of KIR2DL1, KIR2DL3, KIR2DL4, KIR3DL1, KIR3DL2, KIR3DL3 and KIR2DS4 genes and the pseudogenes KIR2DP1 and KIR3DP1, which was compatible with a homozygote group-A haplotype. In addition, we found a new genotype (KIR2DL2, KIR2DL4, KIR2DL5, KIR3DL2, KIR3DL3, KIR2DS2, KIR2DS3, KIR2DS5, KIR3DS1 and KIR3DP1) in our samples.

KIR2DP1 | KIR3DL1 | PMID: 19392787 | The most commonly observed KIR genotype in Iranian population with a frequency of 27.5% consisted of KIR2DL1, KIR2DL3, KIR2DL4, KIR3DL1, KIR3DL2, KIR3DL3 and KIR2DS4 genes and the pseudogenes KIR2DP1 and KIR3DP1, which was compatible with a homozygote group-A haplotype. In addition, we found a new genotype (KIR2DL2, KIR2DL4, KIR2DL5, KIR3DL2, KIR3DL3, KIR2DS2, KIR2DS3, KIR2DS5, KIR3DS1 and KIR3DP1) in our samples.

KIR2DP1 | KIR3DL2 | PMID: 19392787 | The most commonly observed KIR genotype in Iranian population with a frequency of 27.5% consisted of KIR2DL1, KIR2DL3, KIR2DL4, KIR3DL1, KIR3DL2, KIR3DL3 and KIR2DS4 genes and the pseudogenes KIR2DP1 and KIR3DP1, which was compatible with a homozygote group-A haplotype. In addition, we found a new genotype (KIR2DL2, KIR2DL4, KIR2DL5, KIR3DL2, KIR3DL3, KIR2DS2, KIR2DS3, KIR2DS5, KIR3DS1 and KIR3DP1) in our samples.

CYP21A1P | CYP21A2 | PMID: 19263525 | In the prenatal diagnosis study, the MLPA assay was able to identify the presence of a CYP21A2 gene duplication in the fetus, as well in other two family members. CONCLUSION: MLPA analysis represents a simple, rapid and sensitive tool for the detection of CYP21A2/CYP21A1P deletions/duplications in CAH molecular diagnosis. Compared to Southern blot, MLPA may be considered a high throughput analysis, allowing the simultaneous study of several samples in the same experiment and the investigation of both gene (CYP21A2) and pseudogene (CYP21A1P) in each patient. PMID: 19263525  [Indexed for MEDLINE] 2318.

CYP21A1P | CYP21A2 | PMID: 19263525 | CONCLUSION: MLPA analysis represents a simple, rapid and sensitive tool for the detection of CYP21A2/CYP21A1P deletions/duplications in CAH molecular diagnosis. Compared to Southern blot, MLPA may be considered a high throughput analysis, allowing the simultaneous study of several samples in the same experiment and the investigation of both gene (CYP21A2) and pseudogene (CYP21A1P) in each patient. PMID: 19263525  [Indexed for MEDLINE] 2318.

CYP21A1P | CYP21A2 | PMID: 19228439 | The significant advances in molecular biology and gene analysis over the past 2 decades have led to the development of novel sensitive methods of DNA analysis and study, including polymerase chain reaction and Southern blot analysis. Thus it has been revealed that the 21-OH gene (CYP21A2) and its nonfunctional pseudogene (CYP21A1P) are located on chromosome 6 (6p21.3), sharing a high homology of about 98%.

CYP21A1P | CYP21A2 | PMID: 19152428 | CYP21A2 is an active gene and encodes for the steroid 21-hydroxylase enzyme, whereas CYP21A1P is an inactive pseudogene that contains a series of deleterious mutations. The major part of disease- causing mutations in CYP21A2 alleles are CYP21A1P-derived sequence transferred to the active gene by macro or microconversion events. Only around 5% of all disease-causing CYP21A2 alleles harbour rare mutations that do not originate from the pseudogene.

KIR2DP1 | KIR3DL3 | PMID: 19000141 | All 16 KIR genes were observed in all four populations. Variation in GFs between populations was observed, except for KIR2DL4, KIR3DL2, KIR3DL3, KIR2DP1 and KIR3DP1 genes, which were present in every individual tested. When comparing KIR GFs between populations, both principal component analysis and a phylogenetic tree showed close clustering of the Kalimantan and Javanese populations, while Irianese populations were clearly separated from the other three populations.

KIR2DP1 | KIR2DL4 | PMID: 19000141 | All 16 KIR genes were observed in all four populations. Variation in GFs between populations was observed, except for KIR2DL4, KIR3DL2, KIR3DL3, KIR2DP1 and KIR3DP1 genes, which were present in every individual tested. When comparing KIR GFs between populations, both principal component analysis and a phylogenetic tree showed close clustering of the Kalimantan and Javanese populations, while Irianese populations were clearly separated from the other three populations.

KIR2DP1 | KIR3DL2 | PMID: 19000141 | All 16 KIR genes were observed in all four populations. Variation in GFs between populations was observed, except for KIR2DL4, KIR3DL2, KIR3DL3, KIR2DP1 and KIR3DP1 genes, which were present in every individual tested. When comparing KIR GFs between populations, both principal component analysis and a phylogenetic tree showed close clustering of the Kalimantan and Javanese populations, while Irianese populations were clearly separated from the other three populations.

KIR3DP1 | KIR3DL3 | PMID: 19000141 | All 16 KIR genes were observed in all four populations. Variation in GFs between populations was observed, except for KIR2DL4, KIR3DL2, KIR3DL3, KIR2DP1 and KIR3DP1 genes, which were present in every individual tested. When comparing KIR GFs between populations, both principal component analysis and a phylogenetic tree showed close clustering of the Kalimantan and Javanese populations, while Irianese populations were clearly separated from the other three populations.

KIR3DP1 | KIR2DL4 | PMID: 19000141 | All 16 KIR genes were observed in all four populations. Variation in GFs between populations was observed, except for KIR2DL4, KIR3DL2, KIR3DL3, KIR2DP1 and KIR3DP1 genes, which were present in every individual tested. When comparing KIR GFs between populations, both principal component analysis and a phylogenetic tree showed close clustering of the Kalimantan and Javanese populations, while Irianese populations were clearly separated from the other three populations.

KIR3DP1 | KIR3DL2 | PMID: 19000141 | All 16 KIR genes were observed in all four populations. Variation in GFs between populations was observed, except for KIR2DL4, KIR3DL2, KIR3DL3, KIR2DP1 and KIR3DP1 genes, which were present in every individual tested. When comparing KIR GFs between populations, both principal component analysis and a phylogenetic tree showed close clustering of the Kalimantan and Javanese populations, while Irianese populations were clearly separated from the other three populations.

NATP | NAT1 | PMID: 18852012 | Polymorphism in isoniazid inactivation resulting in slow acetylation was subsequently found to be due to SNPs in the gene encoding the human isoenzyme NAT2. There are two polymorphic genes (NAT1 and NAT2) encoded with a third pseudogene (NATP) at human 8p21.3. The gene structure of NAT1 and

SIGLEC16 | DAP | PMID: 18629938 | 200738078. SIGLEC16 encodes a DAP12-associated receptor expressed in macrophages that evolved from its inhibitory counterpart SIGLEC11 and has functional and non-functional alleles in humans. Cao H(1), Lakner U, de Bono B, Traherne JA, Trowsdale J, Barrow AD. Author information: (1)Cambridge Institute for Medical Research, Wellcome Trust/MRC Building, Addenbrooke's Hospital, Cambridge, UK. Sialic acid binding immunoglobulin-like lectins (Siglec) are important components of immune recognition. The organization of Siglec genes in different species is consistent with rapid selection imposed by pathogens.

SIGLEC16 | SIGLEC11 | PMID: 18629938 | We studied SIGLEC11 genes in human, rodent, dog, cow and non-human primates. The lineages of SIGLEC11 genes in these species have undergone dynamic gene duplication and conversion, forming a potential inhibitory (SIGLEC11)/activating (SIGLEC16) receptor pair in chimpanzee and humans. A cDNA encoding human Siglec-16, currently classed as a pseudogene in the databases (SIGLECP16), is expressed in various cell lines and tissues.

NUDT9P1 | GFRA2 | PMID: 18521090 | SNPs associated with iloperidone efficacy were identified within the neuronal PAS domain protein 3 gene (NPAS3), close to a translocation breakpoint site previously observed in a family with schizophrenia. Five other loci were identified that include the XK, Kell blood group complex subunit-related family, member 4 gene (XKR4), the tenascin-R gene (TNR), the glutamate receptor, inotropic, AMPA 4 gene (GRIA4), the glial cell line-derived neurotrophic factor receptor-alpha2 gene (GFRA2), and the NUDT9P1 pseudogene located in the chromosomal region of the serotonin receptor 7 gene (HTR7). The study of these polymorphisms and genes may lead to a better understanding of the etiology of schizophrenia and of its treatment.

TRPC2 | TRPC3 | PMID: 18276585 | Author information: (1)Department of Pediatrics, The Pennsylvania State University College of Medicine, Hershey, Pennsylvania 17033, USA. Erythropoietin (Epo) stimulates a significant increase in the intracellular calcium concentration ([Ca(2+)](i)) through activation of the murine transient receptor potential channel TRPC2, but TRPC2 is a pseudogene in humans. TRPC3 expression increases on normal human erythroid progenitors during differentiation.

CYP21A1P | CYP21A2 | PMID: 17666484 | Epub 2007 Jul 31. Microconversion between CYP21A2 and CYP21A1P promoter regions causes the nonclassical form of 21-hydroxylase deficiency. Araújo RS(1), Mendonca BB, Barbosa AS, Lin CJ, Marcondes JA, Billerbeck AE, Bachega TA. Author information: (1)Unidade de Endocrinologia do Desenvolvimento e Laboratorio de Hormonios e Genetica Molecular, Disciplina de Endocrinologia, Hospital das Clinicas da Faculdade de Medicina da Universidade de Sao Paulo, SP 05403-900, Brazil. CONTEXT: Most mutations causing 21-hydroxylase deficiency originate from microconversions between CYP21 pseudogenes and active genes. However, around 20% of the alleles in the nonclassical form (NC-21OHD) remain without identified mutations, suggesting the involvement of regulatory regions.

CYP21A1P | CYP21A2 | PMID: 17666484 | EMSA demonstrated that the -132/-121 region is important for the DNA interaction with the specificity protein-1 transcription factor. CONCLUSION: Microconversions between CYP21A2 and CYP21A1P promoters could be involved in the nonclassical phenotype. Therefore CYP21A2 promoter analysis should be included in genetic studies of 21OHD. DOI: 10.

CYP21A1P | CYP21A2 | PMID: 17573904 | DESIGN AND METHODS: Sequence analysis of the entire CYP21A2 gene followed by molecular modelling was performed in three unrelated classical CAH patients of northeastern Iranian origin. The active (CYP21A2) and pseudogene (CYP21A1P) alleles were screened for the presence of the new variations in controls. RESULTS: Two novel missense mutations, F404S in exon 9 and T450P in exon 10, were found in homozygous forms in two female patients with a salt-wasting (SW) phenotype. These novel variants were screened by allele-specific polymerase chain reaction (PCR) and excluded in 100 unrelated normal alleles.

CRYBB2P1 | CRYBB1 | PMID: 17234267 | MAIN OUTCOME MEASURES: Identification of the causative mutation in the ADC53 family. RESULTS: The ADC locus mapped to chromosome 22 in the region of a cluster of lens beta crystallin genes (CRYBB3, CRYBB2, CRYBB1, and CRYBA4 and the pseudogene CRYBB2P1). We sequenced CRYBB1 and CRYBB2 and found a previously reported mutation and a variant in exon 6 of CRYBB2 that cosegregate with the disease; these changes in CRYBB2 are in the reference (normal) sequence of an adjacent gene CRYBB2P1, a pseudogene.

XKRY | PRY | PMID: 17183480 | VCY, HSFY and RBMY were found to have functional X gametologs, but the rest did not. Using chimpanzee orthologs for XKRY, CDY, HSFY, PRY, and TSPY, the average silent substitution is estimated as 0.017 +/- 0.

XKRY | BPY2 | PMID: 17183480 | Except for VCY, all other loci possess two or more pseudogenes on the Y chromosome. Sequence differences from functional genes show that BPY2, DAZ, XKRY, and RBMY each have one pseudogene for each one that is human specific, while others were generated well before the human-chimpanzee split, by means of duplication, retro-transposition or translocation. Some functional MSY gene duplication of VCY, CDY and HSFY, as well as X-linked VCX and HSFX duplication, occurred in the lineage leading to humans; these duplicates have accumulated nucleotide substitutions that permit their identification. PMID: 17183480  [Indexed for MEDLINE] 2882.

SERPINA2 | SERPINA1 | PMID: 17135331 | 1 SERPIN subcluster, together with the highly homologous alpha1-antitrypsin-like sequence (SERPINA2), which was previously proposed to be a pseudogene. Here, we performed a resequencing study encompassing both SERPINA1 and SERPINA2 as well as the adjacent gene coding for corticosteroid-binding globulin (SERPINA6) in samples from Europe and West Africa. In the African sample, we found that a common haplotype carrying a 2-kb deletion in the SERPINA2 gene is associated with remarkable long-range homozygozity as if it was quickly driven to high frequency by natural selection acting on an advantageous variant.

ABCA17P | ABCA3 | PMID: 16968533 | Surprisingly, we found that both genes overlap at their first exons and are transcribed from opposite strands. This genomic colocalization and the observation that the ABCA17P and ABCA3 genes share significant homologies in several exons (up to 98%) suggest that both genes have evolved by gene duplication. CONCLUSION: Our results demonstrate that ABCA17P and ABCA3 form a complex of overlapping genes in the human genome from which both non-coding and protein-coding ABC A-transporter RNAs are expressed. The fact that both genes overlap at their 5' ends suggests interdependencies in their regulation and may have important implications for the functional analysis of the disease gene ABCA3.

ABCA17P | ABCA3 | PMID: 16968533 | This genomic colocalization and the observation that the ABCA17P and ABCA3 genes share significant homologies in several exons (up to 98%) suggest that both genes have evolved by gene duplication. CONCLUSION: Our results demonstrate that ABCA17P and ABCA3 form a complex of overlapping genes in the human genome from which both non-coding and protein-coding ABC A-transporter RNAs are expressed. The fact that both genes overlap at their 5' ends suggests interdependencies in their regulation and may have important implications for the functional analysis of the disease gene ABCA3.

HYALP1 | SPAM1 | PMID: 16925524 | 2007 Jan 1;401(1):79-85. Mouse testicular hyaluronidase-like proteins SPAM1 and HYAL5 but not HYALP1 degrade hyaluronan. Reitinger S(1), Laschober GT, Fehrer C, Greiderer B, Lepperdinger G. Author information: (1)The Extracellular Matrix Research Group, Institute for Biomedical Aging Research, Austrian Academy of Sciences, Rennweg 10, A-6020 Innsbruck, Austria. Besides SPAM1 (sperm adhesion molecule 1; formerly named PH-20), further hyaluronidase-like proteins, HYAL5 (hyaluronoglucosaminidase 5) and HYALP1 (hyaluronoglucosaminidase pseudogene 1) are also expressed in murine testicular tissue. As they share a high degree of sequence similarity with known hyaluronidases, all three polypeptides could potentially exhibit hyaluronidase activity, a function that is beneficial for spermatozoa in order to penetrate the hyaluronan-rich cumulus, which surrounds the oocyte.

HYALP1 | SPAM1 | PMID: 16925524 | 277, 30310-30314]. We have now recombinantly expressed mouse SPAM1, HYAL5 and HYALP1 in Xenopus laevis oocytes and determined their respective expression pattern in testis. Transcripts of all three genes are expressed in seminiferous tubules in regions where maturing spermatogenic cells reside.

HYALP1 | SPAM1 | PMID: 16925524 | Transcripts of all three genes are expressed in seminiferous tubules in regions where maturing spermatogenic cells reside. SPAM1 and HYAL5 but not HYALP1 proteins exhibit hyaluronidase activity at neutral pH. The two active hyaluronidases are both bound to the cell surface via a glycosylphosphatidylinositol anchor.

IGFL1P1 | IGFL4 | PMID: 16890402 | In H. sapiens, the family is composed of four genes and two pseudogenes that are referred as IGFL1 to IGFL4 and IGFL1P1 and IGFL1P2, respectively. Human IGFL genes are clustered together on chromosome 19 within a 35-kb interval.

IGFL1P2 | IGFL4 | PMID: 16890402 | In H. sapiens, the family is composed of four genes and two pseudogenes that are referred as IGFL1 to IGFL4 and IGFL1P1 and IGFL1P2, respectively. Human IGFL genes are clustered together on chromosome 19 within a 35-kb interval.

INGX | ING1 | PMID: 16792758 | RESULTS: In contrast to previous reports, we found no somatic p33ING1b mutations in our panel of melanomas. We found that some of the discrepancy between our results and previously published studies may be due to inadvertent amplification of the ING1 pseudogene (INGX), and/or contamination of some samples with murine Ing1. CONCLUSIONS: p33ING1b mutations in melanoma are rare. We have highlighted the importance of allele-specific primer design to avoid pseudogene amplification, and also the necessity to confirm the genetic identity and species of origin of individual cell lines.

